Country,Abbr,Indicator,Data
Austria,AT,"Average project size per participant types: Average project size for research institutions, (€)", 494420.04 
Belgium,BE,"Average project size per participant types: Average project size for research institutions, (€)", 280204.71 
Bulgaria,BG,"Average project size per participant types: Average project size for research institutions, (€)", 228420.27 
Switzerland,CH,"Average project size per participant types: Average project size for research institutions, (€)", 206425.56 
Cyprus,CY,"Average project size per participant types: Average project size for research institutions, (€)", 220754.89 
Czechia (Czech Republic),CZ,"Average project size per participant types: Average project size for research institutions, (€)", 273032.46 
Germany,DE,"Average project size per participant types: Average project size for research institutions, (€)", 365884.74 
Denmark,DK,"Average project size per participant types: Average project size for research institutions, (€)", 217838.84 
Estonia,EE,"Average project size per participant types: Average project size for research institutions, (€)", 433901.47 
Greece,EL,"Average project size per participant types: Average project size for research institutions, (€)", 320032.38 
Spain,ES,"Average project size per participant types: Average project size for research institutions, (€)", 344165.50 
Finland,FI,"Average project size per participant types: Average project size for research institutions, (€)", 356179.13 
France,FR,"Average project size per participant types: Average project size for research institutions, (€)", 570236.65 
Croatia,HR,"Average project size per participant types: Average project size for research institutions, (€)", 192669.88 
Hungary,HU,"Average project size per participant types: Average project size for research institutions, (€)", 214832.72 
Ireland,IE,"Average project size per participant types: Average project size for research institutions, (€)", 1264719.39 
Iceland,IS,"Average project size per participant types: Average project size for research institutions, (€)",
Italy,IT,"Average project size per participant types: Average project size for research institutions, (€)", 238140.82 
Lithuania,LT,"Average project size per participant types: Average project size for research institutions, (€)", 121597.22 
Luxembourg,LU,"Average project size per participant types: Average project size for research institutions, (€)", 217768.06 
Latvia,LV,"Average project size per participant types: Average project size for research institutions, (€)", 197654.66 
North Macedonia,MK,"Average project size per participant types: Average project size for research institutions, (€)",
Malta,MT,"Average project size per participant types: Average project size for research institutions, (€)",
Netherlands,NL,"Average project size per participant types: Average project size for research institutions, (€)", 325794.79 
Norway,NO,"Average project size per participant types: Average project size for research institutions, (€)", 562309.97 
Poland,PL,"Average project size per participant types: Average project size for research institutions, (€)", 386983.06 
Portugal,PT,"Average project size per participant types: Average project size for research institutions, (€)", 364097.66 
Romania,RO,"Average project size per participant types: Average project size for research institutions, (€)", 131171.77 
Serbia,RS,"Average project size per participant types: Average project size for research institutions, (€)", 334541.67 
Sweden,SE,"Average project size per participant types: Average project size for research institutions, (€)", 343012.87 
Slovenia,SI,"Average project size per participant types: Average project size for research institutions, (€)", 538024.68 
Slovakia,SK,"Average project size per participant types: Average project size for research institutions, (€)", 7713.20 
Turkey,TR,"Average project size per participant types: Average project size for research institutions, (€)", 185872.56 
United Kingdom,UK,"Average project size per participant types: Average project size for research institutions, (€)", 194277.19 
