Country,Abbr,Indicator,Data
Belgium,BE,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",41%
Bulgaria,BG,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",11%
Czechia,CZ,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",28%
Denmark,DK,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",68%
Germany,DE,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",40%
Estonia,EE,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",73%
Ireland,IE,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",39%
Greece,EL,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",19%
Spain,ES,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",44%
France,FR,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",41%
Croatia,HR,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",30%
Italy,IT,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",28%
Cyprus,CY,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",36%
Latvia,LV,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",51%
Lithuania,LT,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",54%
Luxembourg,LU,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",30%
Hungary,HU,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",43%
Malta,MT,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",30%
Netherlands,NL,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",38%
Austria,AT,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",47%
Poland,PL,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",53%
Portugal,PT,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",35%
Romania,RO,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",51%
Slovenia,SI,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",43%
Slovakia,SK,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",25%
Finland,FI,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",54%
Sweden,SE,"Cybersecurity skills gap in hiring:
Share of enterprises having no difficulties in hiring staff with appropriate cybersecurity skills, %",67%
