Country,Abbr,Indicator,Data
Austria,AT,"Tender size benchmark:
Above threshold tender size benchmark,%",67%
Belgium,BE,"Tender size benchmark:
Above threshold tender size benchmark,%",45%
Bulgaria,BG,"Tender size benchmark:
Above threshold tender size benchmark,%",100%
Switzerland,CH,"Tender size benchmark:
Above threshold tender size benchmark,%",100%
Czechia (Czech Republic),CZ,"Tender size benchmark:
Above threshold tender size benchmark,%",75%
Germany,DE,"Tender size benchmark:
Above threshold tender size benchmark,%",50%
Denmark,DK,"Tender size benchmark:
Above threshold tender size benchmark,%",50%
Estonia,EE,"Tender size benchmark:
Above threshold tender size benchmark,%",50%
Spain,ES,"Tender size benchmark:
Above threshold tender size benchmark,%",
Finland,FI,"Tender size benchmark:
Above threshold tender size benchmark,%",100%
France,FR,"Tender size benchmark:
Above threshold tender size benchmark,%",53%
Greece,EL,"Tender size benchmark:
Above threshold tender size benchmark,%",0%
Croatia,HR,"Tender size benchmark:
Above threshold tender size benchmark,%",100%
Hungary,HU,"Tender size benchmark:
Above threshold tender size benchmark,%",
Ireland,IE,"Tender size benchmark:
Above threshold tender size benchmark,%",43%
Italy,IT,"Tender size benchmark:
Above threshold tender size benchmark,%",
Lithuania,LT,"Tender size benchmark:
Above threshold tender size benchmark,%",
Luxembourg,LU,"Tender size benchmark:
Above threshold tender size benchmark,%",
Latvia,LV,"Tender size benchmark:
Above threshold tender size benchmark,%",0%
North Macedonia,MK,"Tender size benchmark:
Above threshold tender size benchmark,%",
Malta,MT,"Tender size benchmark:
Above threshold tender size benchmark,%",0%
Netherlands,NL,"Tender size benchmark:
Above threshold tender size benchmark,%",75%
Norway,NO,"Tender size benchmark:
Above threshold tender size benchmark,%",60%
Poland,PL,"Tender size benchmark:
Above threshold tender size benchmark,%",69
Portugal,PT,"Tender size benchmark:
Above threshold tender size benchmark,%",50%
Romania,RO,"Tender size benchmark:
Above threshold tender size benchmark,%",
Serbia,RS,"Tender size benchmark:
Above threshold tender size benchmark,%",
Sweden,SE,"Tender size benchmark:
Above threshold tender size benchmark,%",100%
United Kingdom,UK,"Tender size benchmark:
Above threshold tender size benchmark,%",5%
