Country,Abbr,Indicator,Data
Belgium,BE,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",22%
Bulgaria,BG,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",31%
Czechia,CZ,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",25%
Denmark,DK,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",42%
Germany,DE,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",3%
Estonia,EE,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",56%
Ireland,IE,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",27%
Greece,EL,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",22%
Spain,ES,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",36%
France,FR,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",16%
Croatia,HR,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",24%
Italy,IT,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",9%
Cyprus,CY,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",33%
Latvia,LV,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",30%
Lithuania,LT,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",25%
Luxembourg,LU,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",6%
Hungary,HU,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",13%
Malta,MT,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",32%
Netherlands,NL,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",29%
Austria,AT,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",22%
Poland,PL,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",11%
Portugal,PT,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",9%
Romania,RO,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",33%
Slovenia,SI,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",13%
Slovakia,SK,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",21%
Finland,FI,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",23%
Sweden,SE,"Cybersecurity recruitment challenges:
Share of companies mentioning budget constraints in cybersecurity recruitment, %",27%
