Country,Abbr,Indicator,Data
Belgium,BE,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",3%
Bulgaria,BG,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",3%
Czechia,CZ,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",3%
Denmark,DK,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",1%
Germany,DE,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",5%
Estonia,EE,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",27%
Ireland,IE,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",6%
Greece,EL,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",6%
Spain,ES,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",4%
France,FR,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",1%
Croatia,HR,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",1%
Italy,IT,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",3%
Cyprus,CY,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",9%
Latvia,LV,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",2%
Lithuania,LT,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",9%
Luxembourg,LU,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",4%
Hungary,HU,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",3%
Malta,MT,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",6%
Netherlands,NL,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",7%
Austria,AT,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",9%
Poland,PL,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",7%
Portugal,PT,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",4%
Romania,RO,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",3%
Slovenia,SI,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",3%
Slovakia,SK,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",13%
Finland,FI,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",4%
Sweden,SE,"Most critical Cybersecurity skills: Share of companies prioritising social engineering as key skill, %",3%
