Country,Abbr,Indicator,Data
Belgium,BE,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",17%
Bulgaria,BG,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",27%
Czechia,CZ,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",16%
Denmark,DK,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",22%
Germany,DE,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",10%
Estonia,EE,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",10%
Ireland,IE,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",19%
Greece,EL,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",12%
Spain,ES,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",20%
France,FR,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",9%
Croatia,HR,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",5%
Italy,IT,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",16%
Cyprus,CY,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",14%
Latvia,LV,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",9%
Lithuania,LT,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",30%
Luxembourg,LU,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",12%
Hungary,HU,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",20%
Malta,MT,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",23%
Netherlands,NL,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",34%
Austria,AT,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",19%
Poland,PL,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",14%
Portugal,PT,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",20%
Romania,RO,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",22%
Slovenia,SI,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",12%
Slovakia,SK,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",33%
Finland,FI,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",27%
Sweden,SE,"Top in-demand Cybersecurity positions: Share of companies ranking incident response handler as most important role,%  ",17%
