Country,Abbr,Indicator,Data
Austria,AT,"Average project size per participant types: Average project size for Universities, (€)", 351030.47 
Belgium,BE,"Average project size per participant types: Average project size for Universities, (€)", 319003.47 
Bulgaria,BG,"Average project size per participant types: Average project size for Universities, (€)", 145193.05 
Switzerland,CH,"Average project size per participant types: Average project size for Universities, (€)", 186790.59 
Cyprus,CY,"Average project size per participant types: Average project size for Universities, (€)", 254034.14 
Czechia (Czech Republic),CZ,"Average project size per participant types: Average project size for Universities, (€)", 253263.87 
Germany,DE,"Average project size per participant types: Average project size for Universities, (€)", 463272.59 
Denmark,DK,"Average project size per participant types: Average project size for Universities, (€)", 372120.40 
Estonia,EE,"Average project size per participant types: Average project size for Universities, (€)", 291876.82 
Greece,EL,"Average project size per participant types: Average project size for Universities, (€)", 313391.16 
Spain,ES,"Average project size per participant types: Average project size for Universities, (€)", 413904.19 
Finland,FI,"Average project size per participant types: Average project size for Universities, (€)", 603739.49 
France,FR,"Average project size per participant types: Average project size for Universities, (€)", 325163.04 
Croatia,HR,"Average project size per participant types: Average project size for Universities, (€)", 233387.14 
Hungary,HU,"Average project size per participant types: Average project size for Universities, (€)", 223502.53 
Ireland,IE,"Average project size per participant types: Average project size for Universities, (€)", 470068.06 
Iceland,IS,"Average project size per participant types: Average project size for Universities, (€)", 63892.00 
Italy,IT,"Average project size per participant types: Average project size for Universities, (€)", 315232.76 
Lithuania,LT,"Average project size per participant types: Average project size for Universities, (€)", 212852.86 
Luxembourg,LU,"Average project size per participant types: Average project size for Universities, (€)", 208701.81 
Latvia,LV,"Average project size per participant types: Average project size for Universities, (€)", 234732.12 
North Macedonia,MK,"Average project size per participant types: Average project size for Universities, (€)", 204380.40 
Malta,MT,"Average project size per participant types: Average project size for Universities, (€)", 140289.22 
Netherlands,NL,"Average project size per participant types: Average project size for Universities, (€)", 355654.23 
Norway,NO,"Average project size per participant types: Average project size for Universities, (€)", 415832.45 
Poland,PL,"Average project size per participant types: Average project size for Universities, (€)", 323333.71 
Portugal,PT,"Average project size per participant types: Average project size for Universities, (€)", 261528.29 
Romania,RO,"Average project size per participant types: Average project size for Universities, (€)", 205722.58 
Serbia,RS,"Average project size per participant types: Average project size for Universities, (€)", 165825.28 
Sweden,SE,"Average project size per participant types: Average project size for Universities, (€)", 366160.31 
Slovenia,SI,"Average project size per participant types: Average project size for Universities, (€)", 165915.74 
Slovakia,SK,"Average project size per participant types: Average project size for Universities, (€)", 180254.48 
Turkey,TR,"Average project size per participant types: Average project size for Universities, (€)", 934063.02 
United Kingdom,UK,"Average project size per participant types: Average project size for Universities, (€)", 346192.62 
