Country,Abbr,Indicator,Data
Belgium,BE,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",6%
Bulgaria,BG,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",2%
Czechia,CZ,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",2%
Denmark,DK,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",0%
Germany,DE,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",5%
Estonia,EE,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",0%
Ireland,IE,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",1%
Greece,EL,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",3%
Spain,ES,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",7%
France,FR,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",2%
Croatia,HR,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",5%
Italy,IT,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",2%
Cyprus,CY,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",16%
Latvia,LV,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",1%
Lithuania,LT,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",3%
Luxembourg,LU,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",12%
Hungary,HU,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",2%
Malta,MT,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",3%
Netherlands,NL,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",5%
Austria,AT,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",11%
Poland,PL,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",6%
Portugal,PT,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",2%
Romania,RO,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",0%
Slovenia,SI,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",5%
Slovakia,SK,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",0%
Finland,FI,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",4%
Sweden,SE,"Top in-demand Cybersecurity positions: Share of companies ranking digital forensic investigator as most important role,% ",2%
