Country,Abbr,Indicator,Data
Austria,AT,"Supply type distribution:Supplies distribution, %",17%
Belgium,BE,"Supply type distribution:Supplies distribution, %",0%
Bulgaria,BG,"Supply type distribution:Supplies distribution, %",100%
Switzerland,CH,"Supply type distribution:Supplies distribution, %",29%
Czechia (Czech Republic),CZ,"Supply type distribution:Supplies distribution, %",44%
Germany,DE,"Supply type distribution:Supplies distribution, %",23%
Denmark,DK,"Supply type distribution:Supplies distribution, %",0%
Estonia,EE,"Supply type distribution:Supplies distribution, %",33%
Spain,ES,"Supply type distribution:Supplies distribution, %",14%
Finland,FI,"Supply type distribution:Supplies distribution, %",50%
France,FR,"Supply type distribution:Supplies distribution, %",11%
Greece,EL,"Supply type distribution:Supplies distribution, %",0%
Croatia,HR,"Supply type distribution:Supplies distribution, %",100%
Hungary,HU,"Supply type distribution:Supplies distribution, %",67%
Ireland,IE,"Supply type distribution:Supplies distribution, %",15%
Italy,IT,"Supply type distribution:Supplies distribution, %",25%
Lithuania,LT,"Supply type distribution:Supplies distribution, %",0%
Luxembourg,LU,"Supply type distribution:Supplies distribution, %",0%
Latvia,LV,"Supply type distribution:Supplies distribution, %",
North Macedonia,MK,"Supply type distribution:Supplies distribution, %",33%
Malta,MT,"Supply type distribution:Supplies distribution, %",50%
Netherlands,NL,"Supply type distribution:Supplies distribution, %",0%
Norway,NO,"Supply type distribution:Supplies distribution, %",10%
Poland,PL,"Supply type distribution:Supplies distribution, %",72%
Portugal,PT,"Supply type distribution:Supplies distribution, %",0%
Romania,RO,"Supply type distribution:Supplies distribution, %",100%
Serbia,RS,"Supply type distribution:Supplies distribution, %",50%
Sweden,SE,"Supply type distribution:Supplies distribution, %",43%
United Kingdom,UK,"Supply type distribution:Supplies distribution, %",13%
