Country,Abbr,Indicator,Data
Belgium,BE,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,28%
Bulgaria,BG,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,15%
Czechia,CZ,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,24%
Denmark,DK,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,15%
Germany,DE,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,18%
Estonia,EE,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,29%
Ireland,IE,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,11%
Greece,EL,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,27%
Spain,ES,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,30%
France,FR,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,17%
Croatia,HR,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,15%
Italy,IT,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,22%
Cyprus,CY,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,24%
Latvia,LV,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,20%
Lithuania,LT,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,26%
Luxembourg,LU,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,11%
Hungary,HU,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,26%
Malta,MT,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,12%
Netherlands,NL,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,24%
Austria,AT,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,21%
Poland,PL,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,15%
Portugal,PT,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,33%
Romania,RO,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,19%
Slovenia,SI,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,21%
Slovakia,SK,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,22%
Finland,FI,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,24%
Sweden,SE,Most critical Cybersecurity skills: Share of companies focusing on software/hardware security analysis and review,11%
