Country,Abbr,Indicator,Data
Belgium,BE,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",10%
Bulgaria,BG,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",7%
Czechia,CZ,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",8%
Denmark,DK,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",6%
Germany,DE,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",13%
Estonia,EE,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",3%
Ireland,IE,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",18%
Greece,EL,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",20%
Spain,ES,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",3%
France,FR,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",3%
Croatia,HR,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",6%
Italy,IT,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",27%
Cyprus,CY,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",9%
Latvia,LV,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",5%
Lithuania,LT,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",7%
Luxembourg,LU,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",35%
Hungary,HU,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",5%
Malta,MT,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",25%
Netherlands,NL,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",10%
Austria,AT,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",10%
Poland,PL,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",13%
Portugal,PT,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",19%
Romania,RO,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",12%
Slovenia,SI,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",6%
Slovakia,SK,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",7%
Finland,FI,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",4%
Sweden,SE,"Cybersecurity talent demand: Share of companies reporting at least one Cybersecurity position (FTE) needing to be filled ,%",4%
