Country,Abbr,Indicator,Data
Austria,AT,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",5.90%
Belgium,BE,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",12.25%
Bulgaria,BG,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",6.60%
Switzerland,CH,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",5.21%
Cyprus,CY,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",2.92%
Czechia (Czech Republic),CZ,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",3.05%
Germany,DE,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",3.05%
Denmark,DK,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",5.88%
Estonia,EE,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",8.11%
Greece,EL,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",1.25%
Spain,ES,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",3.77%
Finland,FI,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",6.34%
France,FR,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",7.19%
Croatia,HR,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",2.94%
Hungary,HU,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",3.37%
Ireland,IE,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",3.27%
Iceland,IS,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",0.00%
Italy,IT,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",4.68%
Lithuania,LT,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",10.34%
Luxembourg,LU,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",5.88%
Latvia,LV,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",4.69%
North Macedonia,MK,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",11.11%
Malta,MT,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",0.00%
Netherlands,NL,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",7.16%
Norway,NO,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",1.12%
Poland,PL,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",4.48%
Portugal,PT,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",2.92%
Romania,RO,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",0.39%
Serbia,RS,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",4.55%
Sweden,SE,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",2.80%
Slovenia,SI,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",4.58%
Slovakia,SK,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",9.38%
Turkey,TR,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",0.00%
United Kingdom,UK,"Share of participant types receiving grants for Cybersecurity projects: Share of other organisations receiving grants for cybersecurity projects,%",3.00%
