Country,Abbr,Indicator,Data
Belgium,BE,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,11%
Bulgaria,BG,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,7%
Czechia,CZ,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,8%
Denmark,DK,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,6%
Germany,DE,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,16%
Estonia,EE,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,5%
Ireland,IE,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,15%
Greece,EL,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,11%
Spain,ES,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,10%
France,FR,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,4%
Croatia,HR,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,9%
Italy,IT,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,17%
Cyprus,CY,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,20%
Latvia,LV,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,9%
Lithuania,LT,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,9%
Luxembourg,LU,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,10%
Hungary,HU,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,9%
Malta,MT,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,16%
Netherlands,NL,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,12%
Austria,AT,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,10%
Poland,PL,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,10%
Portugal,PT,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,15%
Romania,RO,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,13%
Slovenia,SI,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,9%
Slovakia,SK,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,12%
Finland,FI,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,8%
Sweden,SE,Most critical Cybersecurity skills: Share of companies emphasising cyber threat information collection and analysis,6%
