Country,Abbr,Indicator,Data
Belgium,BE,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",17%
Bulgaria,BG,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",1%
Czechia,CZ,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",12%
Denmark,DK,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",2%
Germany,DE,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",10%
Estonia,EE,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",22%
Ireland,IE,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",7%
Greece,EL,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",7%
Spain,ES,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",28%
France,FR,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",1%
Croatia,HR,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",3%
Italy,IT,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",25%
Cyprus,CY,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",25%
Latvia,LV,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",10%
Lithuania,LT,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",2%
Luxembourg,LU,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",48%
Hungary,HU,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",3%
Malta,MT,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",30%
Netherlands,NL,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",17%
Austria,AT,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",16%
Poland,PL,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",10%
Portugal,PT,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",29%
Romania,RO,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",4%
Slovenia,SI,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",9%
Slovakia,SK,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",5%
Finland,FI,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",2%
Sweden,SE,"Cybersecurity recruitment challenges: Share of companies mentioning the security clearance requirements in cybersecurity hiring, %",10%
